r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.630000,  26.563000,  25.080000,  22.594000,  10.166000,  10.433000,   9.378000,   9.585000,  10.086000,  10.535000,   9.478000,  10.021000,  10.691000,  10.436000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.369405,  -0.240176,   0.219089,   0.372185,  -0.097445,  -0.365345,  -0.855939,  -0.123041,  -0.438071,   0.484264,   0.118754,   0.171395,   0.381839,   0.756976,  
Y Velocity[A/fs],  -0.311271,   0.310005,   0.329822,  -0.307432,  -0.793290,  -0.141604,  -0.027636,   0.175009,   0.782676,   0.754431,   0.142527,  -0.804656,  -0.171819,   0.016861, 
Z Velocity[A/fs],   0.120950,  -0.292214,   0.284694,  -0.104163,  -0.230496,   0.789380,  -0.230693,  -0.861267,   0.159374,  -0.163082,   0.865579,   0.235008,  -0.773071,   0.214611,  
Speed[A/fs],   0.497974,   0.489057,   0.487682,   0.493848,   0.831825,   0.881277,   0.886913,   0.887439,   0.910982,   0.911194,   0.885237,   0.855614,   0.879182,   0.786991,  
 
r_seed=174,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  21.962000,  26.113000,  25.844000,  22.234000,  10.286000,  10.585000,   9.405000,   9.598000,  10.076000,  10.303000,   9.804000,  10.019000,  10.612000,  10.374000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.380992,  -0.241383,   0.223460,   0.378624,  -0.095460,  -0.379657,  -0.851828,  -0.090605,  -0.446217,   0.475598,   0.091621,   0.152950,   0.363931,   0.760065,  
Y Velocity[A/fs],  -0.310370,   0.316614,   0.320417,  -0.309691,  -0.785758,  -0.117932,  -0.025322,   0.144490,   0.788209,   0.771324,   0.120370,  -0.805972,  -0.183683,  -0.020131, 
Z Velocity[A/fs],   0.106463,  -0.279335,   0.277779,  -0.104136,  -0.252877,   0.781284,  -0.277195,  -0.860376,   0.128050,  -0.117087,   0.851564,   0.238470,  -0.777827,   0.228448,  
Speed[A/fs],   0.502811,   0.486352,   0.479336,   0.500109,   0.830949,   0.876614,   0.896152,   0.877116,   0.914756,   0.913698,   0.864896,   0.854314,   0.878180,   0.793910,  
 
r_seed=175,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.229000,  25.715000,  25.386000,  22.270000,  10.063000,  10.692000,   9.419000,   9.550000,  10.330000,  10.117000,   9.564000,  10.200000,  10.705000,  10.748000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.377095,  -0.230964,   0.231457,   0.376642,  -0.100758,  -0.378832,  -0.844379,  -0.029616,  -0.476678,   0.456666,   0.096667,   0.140145,   0.419876,   0.744658,  
Y Velocity[A/fs],  -0.304947,   0.321313,   0.325034,  -0.311370,  -0.800901,  -0.143775,  -0.069883,   0.206862,   0.769941,   0.787292,   0.122700,  -0.791300,  -0.157453,  -0.040895, 
Z Velocity[A/fs],   0.097012,  -0.275412,   0.284023,  -0.103509,  -0.221223,   0.773008,  -0.296905,  -0.857663,   0.117259,  -0.100490,   0.863627,   0.266195,  -0.767513,   0.255961,  
Speed[A/fs],   0.494575,   0.482118,   0.489784,   0.499525,   0.836980,   0.872769,   0.897782,   0.882755,   0.913116,   0.915681,   0.877639,   0.846555,   0.888911,   0.788482,  
 
r_seed=176,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.633000,  25.867000,  25.073000,  22.530000,   9.974000,  10.539000,   9.469000,   9.810000,  10.446000,   9.968000,   9.508000,  10.021000,  10.568000,  10.761000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.369843,  -0.235454,   0.242270,   0.371465,  -0.096928,  -0.390310,  -0.845162,  -0.084768,  -0.497077,   0.450746,   0.131621,   0.164066,   0.378681,   0.740560,  
Y Velocity[A/fs],  -0.308808,   0.319638,   0.328896,  -0.318876,  -0.807384,  -0.143419,  -0.077988,   0.183118,   0.757354,   0.793299,   0.129331,  -0.806273,  -0.133517,  -0.010994, 
Z Velocity[A/fs],   0.113805,  -0.263271,   0.278614,  -0.107157,  -0.189234,   0.782528,  -0.271946,  -0.844304,   0.149497,  -0.117613,   0.864339,   0.223955,  -0.779463,   0.253270,  
Speed[A/fs],   0.495074,   0.476359,   0.494463,   0.501150,   0.834909,   0.886149,   0.891255,   0.868082,   0.918162,   0.919961,   0.883817,   0.852731,   0.876806,   0.782749,  
 
r_seed=177,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.000000,  26.136000,  25.910000,  22.680000,   9.833000,  10.688000,   9.323000,   9.486000,  10.153000,  10.454000,   9.532000,   9.992000,  10.830000,  10.707000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.381311,  -0.231140,   0.229702,   0.370611,  -0.132283,  -0.315360,  -0.857691,  -0.140586,  -0.446394,   0.486174,   0.114307,   0.156651,   0.374162,   0.739205,  
Y Velocity[A/fs],  -0.305357,   0.317118,   0.319024,  -0.316550,  -0.814269,  -0.184192,  -0.006712,   0.153715,   0.779838,   0.754433,   0.172843,  -0.804036,  -0.148600,  -0.030147, 
Z Velocity[A/fs],   0.103723,  -0.277862,   0.288474,  -0.110988,  -0.223577,   0.779042,  -0.249774,  -0.863320,   0.145001,  -0.170632,   0.863142,   0.248808,  -0.767967,   0.265785,  
Speed[A/fs],   0.499399,   0.480829,   0.487603,   0.499875,   0.854705,   0.860398,   0.893345,   0.888096,   0.910187,   0.913591,   0.887668,   0.856107,   0.867094,   0.786114,  
 
r_seed=178,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.744000,  25.899000,  25.941000,  22.061000,   9.907000,  10.527000,   9.411000,   9.489000,  10.146000,  10.406000,   9.488000,  10.183000,  10.595000,  10.693000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.367566,  -0.231218,   0.230346,   0.380539,  -0.156340,  -0.350628,  -0.854769,  -0.121567,  -0.433549,   0.500524,   0.084281,   0.123024,   0.379819,   0.742536,  
Y Velocity[A/fs],  -0.310063,   0.318126,   0.317940,  -0.310955,  -0.810399,  -0.157570,  -0.022668,   0.172656,   0.791180,   0.766081,   0.152031,  -0.794523,  -0.109224,  -0.016988, 
Z Velocity[A/fs],   0.108482,  -0.284954,   0.281060,  -0.117282,  -0.260731,   0.784357,  -0.239231,  -0.867246,   0.091032,  -0.089254,   0.864590,   0.206569,  -0.780188,   0.255373,  
Speed[A/fs],   0.492962,   0.485659,   0.482845,   0.505230,   0.865546,   0.873489,   0.887905,   0.892583,   0.906762,   0.919440,   0.881891,   0.830104,   0.874578,   0.785407,  
 
r_seed=179,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.274000,  25.894000,  26.165000,  22.020000,   9.903000,  10.585000,   9.470000,   9.626000,  10.030000,  10.035000,   9.626000,  10.001000,  10.523000,  10.851000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.375008,  -0.242716,   0.230351,   0.380657,  -0.108909,  -0.353810,  -0.843693,  -0.096588,  -0.442376,   0.457958,   0.133489,   0.129353,   0.389334,   0.737601,  
Y Velocity[A/fs],  -0.311290,   0.318786,   0.315957,  -0.316550,  -0.805969,  -0.144865,  -0.051014,   0.105746,   0.793556,   0.783256,   0.174542,  -0.797550,  -0.155556,  -0.023803, 
Z Velocity[A/fs],   0.111861,  -0.273174,   0.269979,  -0.108553,  -0.253290,   0.781801,  -0.286481,  -0.856301,   0.081221,  -0.134758,   0.854480,   0.274030,  -0.778010,   0.256444,  
Speed[A/fs],   0.500046,   0.484933,   0.475162,   0.506840,   0.851823,   0.870276,   0.892464,   0.868195,   0.912153,   0.917266,   0.882281,   0.853176,   0.883786,   0.781271,  
 
r_seed=180,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.365000,  26.051000,  26.062000,  22.595000,   9.814000,  10.490000,   9.548000,   9.512000,  10.248000,  10.092000,   9.456000,   9.781000,  10.805000,  10.429000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374736,  -0.231915,   0.235560,   0.371415,  -0.116900,  -0.334559,  -0.838548,  -0.102645,  -0.434292,   0.444602,   0.147916,   0.153351,   0.374117,   0.757207,  
Y Velocity[A/fs],  -0.311823,   0.317628,   0.317092,  -0.325256,  -0.814290,  -0.172173,  -0.070418,   0.178002,   0.777177,   0.783296,   0.190705,  -0.817325,  -0.168126,  -0.039328, 
Z Velocity[A/fs],   0.101727,  -0.272630,   0.282973,  -0.096768,  -0.213549,   0.784738,  -0.290570,  -0.860272,   0.143097,  -0.131764,   0.863990,   0.229999,  -0.765379,   0.222565,  
Speed[A/fs],   0.498005,   0.478539,   0.485911,   0.503095,   0.849904,   0.870279,   0.890255,   0.884471,   0.901715,   0.910266,   0.897065,   0.862807,   0.868352,   0.790218,  
 
r_seed=181,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.445000,  26.512000,  25.795000,  22.454000,  10.155000,  10.732000,   9.341000,   9.588000,  10.158000,  10.153000,   9.694000,  10.058000,  10.775000,  10.713000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373218,  -0.234957,   0.225041,   0.374013,  -0.105000,  -0.388915,  -0.851355,  -0.112588,  -0.454899,   0.490578,   0.098932,   0.122528,   0.408531,   0.741055,  
Y Velocity[A/fs],  -0.320442,   0.312197,   0.320123,  -0.314560,  -0.792090,  -0.098123,  -0.009112,   0.211894,   0.777535,   0.774900,   0.177198,  -0.798234,  -0.132793,  -0.063983, 
Z Velocity[A/fs],   0.098801,  -0.278048,   0.288872,  -0.105019,  -0.272020,   0.770334,  -0.273191,  -0.856171,   0.147018,  -0.080956,   0.857938,   0.270876,  -0.764708,   0.262478,  
Speed[A/fs],   0.501734,   0.479565,   0.486384,   0.499862,   0.844053,   0.868503,   0.894160,   0.889159,   0.912748,   0.920701,   0.881615,   0.851801,   0.877103,   0.788766,  
 
r_seed=182,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.457000,  25.281000,  25.972000,  22.173000,  10.293000,  10.330000,   9.427000,   9.609000,  10.183000,  10.341000,   9.532000,  10.391000,  10.703000,  10.594000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372204,  -0.234442,   0.237690,   0.377838,  -0.102872,  -0.343490,  -0.851588,  -0.095200,  -0.486048,   0.481562,   0.112896,   0.120209,   0.424020,   0.747733,  
Y Velocity[A/fs],  -0.307520,   0.326564,   0.317445,  -0.314079,  -0.782640,  -0.108046,  -0.038561,   0.163340,   0.776979,   0.765428,   0.178759,  -0.782108,  -0.101770,  -0.055262, 
Z Velocity[A/fs],   0.110806,  -0.267506,   0.280134,  -0.114310,  -0.287109,   0.794594,  -0.248017,  -0.856693,   0.101502,  -0.149672,   0.860342,   0.259363,  -0.770275,   0.260690,  
Speed[A/fs],   0.495361,   0.482873,   0.485534,   0.504454,   0.839964,   0.872375,   0.887808,   0.877306,   0.922086,   0.916615,   0.885940,   0.832713,   0.885140,   0.793800,  
 
r_seed=183,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.388000,  25.461000,  25.648000,  22.468000,   9.925000,  10.649000,   9.316000,   9.817000,   9.786000,  10.162000,   9.607000,  10.058000,  10.970000,  10.543000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373773,  -0.249391,   0.226527,   0.373699,  -0.120485,  -0.340726,  -0.856704,  -0.074119,  -0.436014,   0.465993,   0.141518,   0.109254,   0.421868,   0.755195,  
Y Velocity[A/fs],  -0.316804,   0.325398,   0.321983,  -0.312491,  -0.808089,  -0.132477,  -0.061078,   0.157520,   0.809904,   0.777836,   0.141429,  -0.798790,  -0.159765,  -0.009238, 
Z Velocity[A/fs],   0.099015,  -0.258568,   0.281707,  -0.103334,  -0.247037,   0.780006,  -0.258293,  -0.846070,   0.072650,  -0.131009,   0.861505,   0.242474,  -0.758082,   0.219233,  
Speed[A/fs],   0.499875,   0.484703,   0.484093,   0.497975,   0.853553,   0.861426,   0.896877,   0.863794,   0.922676,   0.916156,   0.884432,   0.841900,   0.882149,   0.786428,  
 
r_seed=184,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  21.946000,  26.243000,  25.238000,  22.383000,  10.089000,  10.685000,   9.230000,   9.669000,  10.128000,  10.222000,   9.526000,   9.797000,  10.719000,  10.545000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.381296,  -0.235328,   0.233624,   0.375130,  -0.108665,  -0.332931,  -0.869719,  -0.099310,  -0.439881,   0.471126,   0.133340,   0.132222,   0.385985,   0.747530,  
Y Velocity[A/fs],  -0.308169,   0.315078,   0.327594,  -0.314141,  -0.795184,  -0.109929,  -0.058667,   0.176198,   0.787035,   0.773781,   0.166138,  -0.812662,  -0.127232,  -0.018937, 
Z Velocity[A/fs],   0.098015,  -0.272132,   0.277002,  -0.103207,  -0.247307,   0.778574,  -0.222715,  -0.855160,   0.120681,  -0.152334,   0.862033,   0.244175,  -0.769809,   0.249429,  
Speed[A/fs],   0.499962,   0.478236,   0.488495,   0.500058,   0.839813,   0.853877,   0.899698,   0.878753,   0.909661,   0.918642,   0.887965,   0.858792,   0.870505,   0.788273,  
 
r_seed=185,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.523000,  25.125000,  26.225000,  22.420000,  10.037000,  10.535000,   9.447000,   9.703000,  10.091000,  10.411000,   9.557000,   9.939000,  10.515000,  10.318000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371125,  -0.242818,   0.232962,   0.373589,  -0.112423,  -0.361925,  -0.848669,  -0.111748,  -0.451583,   0.482616,   0.139239,   0.136805,   0.360908,   0.757879,  
Y Velocity[A/fs],  -0.309078,   0.328998,   0.313616,  -0.318598,  -0.798832,  -0.131193,  -0.059790,   0.162931,   0.793807,   0.762836,   0.159833,  -0.801635,  -0.168229,   0.003372, 
Z Velocity[A/fs],   0.109672,  -0.263400,   0.279367,  -0.115946,  -0.246400,   0.784086,  -0.268256,  -0.851798,   0.090018,  -0.129311,   0.860303,   0.265211,  -0.781842,   0.218969,  
Speed[A/fs],   0.495269,   0.486395,   0.480283,   0.504497,   0.843496,   0.873494,   0.892062,   0.874411,   0.917693,   0.911898,   0.886034,   0.855378,   0.877401,   0.788885,  
 
r_seed=186,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.522000,  25.313000,  25.625000,  22.350000,   9.871000,  10.507000,   9.446000,   9.461000,  10.214000,   9.945000,   9.513000,   9.947000,  10.577000,  10.854000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371791,  -0.231503,   0.237703,   0.374382,  -0.127784,  -0.376533,  -0.840824,  -0.071739,  -0.453516,   0.451704,   0.099344,   0.145777,   0.378412,   0.737265,  
Y Velocity[A/fs],  -0.305572,   0.326703,   0.321190,  -0.312318,  -0.809589,  -0.102806,  -0.045606,   0.161418,   0.777491,   0.791275,   0.161683,  -0.804300,  -0.164879,  -0.049400, 
Z Velocity[A/fs],   0.100978,  -0.270511,   0.285275,  -0.113436,  -0.213310,   0.779587,  -0.295780,  -0.861482,   0.134716,  -0.112813,   0.862569,   0.239688,  -0.776218,   0.257261,  
Speed[A/fs],   0.491731,   0.483223,   0.490966,   0.500572,   0.846914,   0.871838,   0.892497,   0.879405,   0.910119,   0.918084,   0.883196,   0.851822,   0.879145,   0.782421,  
 
r_seed=187,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.327000,  25.219000,  25.841000,  22.774000,   9.994000,  10.680000,   9.432000,   9.542000,  10.184000,   9.772000,   9.686000,   9.921000,  10.692000,  10.633000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.375023,  -0.233699,   0.237989,   0.367990,  -0.127413,  -0.374235,  -0.850497,  -0.064904,  -0.458507,   0.449442,   0.101868,   0.173268,   0.372664,   0.750295,  
