r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Speed[A/fs],   0.493079,   0.484201,   0.487651,   0.502936,   0.834918,   0.879402,   0.891552,   0.883607,   0.911928,   0.914461,   0.884480,   0.851279,   0.875243,   0.786479,  
 
r_seed=154,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.169000,  25.817000,  25.335000,  22.669000,  10.282000,  10.631000,   9.593000,   9.645000,  10.020000,  10.212000,   9.612000,   9.858000,  10.750000,  10.808000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.377123,  -0.238237,   0.235585,   0.370024,  -0.096796,  -0.335531,  -0.845611,  -0.116227,  -0.455395,   0.475747,   0.116075,   0.154169,   0.407293,   0.733170,  
Y Velocity[A/fs],  -0.306818,   0.319938,   0.326092,  -0.318255,  -0.789641,  -0.171736,  -0.063770,   0.135247,   0.789822,   0.777664,   0.170691,  -0.820506,  -0.119419,  -0.057993, 
Z Velocity[A/fs],   0.106479,  -0.274981,   0.270810,  -0.107529,  -0.219971,   0.783276,  -0.283769,  -0.859322,   0.108881,  -0.118036,   0.857821,   0.200063,  -0.769846,   0.286610,  
Speed[A/fs],   0.497692,   0.484492,   0.484948,   0.499767,   0.825402,   0.869250,   0.894232,   0.877630,   0.918182,   0.919255,   0.882307,   0.858501,   0.879097,   0.789333,  
 
r_seed=155,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.162000,  26.118000,  26.308000,  22.151000,  10.164000,  10.508000,   9.467000,   9.691000,   9.963000,  10.180000,   9.718000,   9.883000,  10.668000,  10.481000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.378155,  -0.234161,   0.224382,   0.379325,  -0.123280,  -0.366298,  -0.842747,  -0.098386,  -0.456050,   0.454750,   0.130827,   0.170752,   0.394856,   0.751415,  
Y Velocity[A/fs],  -0.311030,   0.316987,   0.313974,  -0.313406,  -0.800412,  -0.092064,  -0.038190,   0.185200,   0.790568,   0.779485,   0.147170,  -0.815096,  -0.117782,  -0.021361, 
Z Velocity[A/fs],   0.095031,  -0.282649,   0.283316,  -0.110099,  -0.195538,   0.781942,  -0.307770,  -0.856740,   0.105044,  -0.120726,   0.854319,   0.212529,  -0.773916,   0.250237,  
Speed[A/fs],   0.498770,   0.484977,   0.478743,   0.504215,   0.833122,   0.868379,   0.898000,   0.882033,   0.918702,   0.910478,   0.876719,   0.859480,   0.876773,   0.792275,  
 
r_seed=156,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.663000,  26.297000,  25.496000,  22.473000,   9.739000,  10.521000,   9.424000,   9.444000,   9.887000,  10.151000,   9.606000,   9.904000,  11.032000,  10.595000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.369487,  -0.233250,   0.223590,   0.374217,  -0.115997,  -0.358366,  -0.852262,  -0.095655,  -0.426383,   0.464174,   0.100966,   0.147202,   0.382832,   0.747191,  
Y Velocity[A/fs],  -0.311799,   0.313807,   0.323728,  -0.307719,  -0.814589,  -0.150912,  -0.035572,   0.187762,   0.800074,   0.781536,   0.177413,  -0.804992,  -0.163275,  -0.016464, 
Z Velocity[A/fs],   0.110854,  -0.283918,   0.292131,  -0.108062,  -0.248292,   0.783382,  -0.228438,  -0.865794,   0.090764,  -0.100969,   0.861243,   0.251136,  -0.758488,   0.244778,  
Speed[A/fs],   0.496011,   0.483208,   0.490033,   0.496393,   0.859453,   0.874579,   0.883062,   0.891069,   0.911131,   0.914577,   0.885104,   0.856008,   0.865172,   0.786435,  
 
r_seed=157,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.254000,  25.604000,  26.341000,  22.464000,  10.099000,  10.501000,   9.259000,   9.673000,   9.827000,  10.127000,   9.590000,   9.922000,  10.679000,  10.856000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.376150,  -0.239002,   0.226046,   0.373814,  -0.132088,  -0.339722,  -0.858030,  -0.104946,  -0.387947,   0.454871,   0.145311,   0.129419,   0.411699,   0.730517,  
Y Velocity[A/fs],  -0.306128,   0.322734,   0.313541,  -0.320122,  -0.793991,  -0.134445,  -0.048990,   0.124070,   0.810009,   0.783161,   0.143895,  -0.806154,  -0.133660,  -0.026557, 
Z Velocity[A/fs],   0.106056,  -0.282698,   0.278149,  -0.107693,  -0.271888,   0.784689,  -0.261920,  -0.857330,   0.121752,  -0.109274,   0.860473,   0.261953,  -0.768434,   0.283432,  
Speed[A/fs],   0.496438,   0.491119,   0.476205,   0.503798,   0.849584,   0.865577,   0.898453,   0.872595,   0.906333,   0.912245,   0.884440,   0.857469,   0.881959,   0.784024,  
 
r_seed=158,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.471000,  25.863000,  25.974000,  22.467000,   9.987000,  10.689000,   9.332000,   9.506000,  10.071000,   9.944000,   9.622000,  10.249000,  10.834000,  10.472000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373016,  -0.225654,   0.236989,   0.373092,  -0.111946,  -0.377856,  -0.858095,  -0.068848,  -0.446601,   0.441947,   0.087872,   0.141272,   0.359860,   0.752864,  
Y Velocity[A/fs],  -0.304298,   0.319860,   0.317458,  -0.321975,  -0.805778,  -0.135400,  -0.096147,   0.189501,   0.787319,   0.792298,   0.181730,  -0.781576,  -0.158005,  -0.050460, 
Z Velocity[A/fs],   0.094646,  -0.285205,   0.282906,  -0.110858,  -0.242141,   0.772028,  -0.250299,  -0.865115,   0.089911,  -0.125079,   0.856395,   0.320406,  -0.767806,   0.241735,  
Speed[A/fs],   0.490607,   0.484326,   0.486805,   0.505129,   0.848789,   0.870135,   0.899011,   0.888299,   0.909619,   0.915805,   0.879863,   0.856434,   0.862549,   0.792329,  
 
r_seed=159,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.079000,  26.452000,  25.510000,  22.139000,   9.949000,  10.773000,   9.480000,   9.435000,  10.152000,   9.950000,   9.609000,   9.970000,  10.878000,  10.527000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.379174,  -0.240104,   0.227635,   0.378938,  -0.139680,  -0.329719,  -0.845602,  -0.099993,  -0.442423,   0.463247,   0.086667,   0.132365,   0.394167,   0.755413,  
Y Velocity[A/fs],  -0.303969,   0.311837,   0.325039,  -0.319929,  -0.803983,  -0.159061,  -0.015684,   0.162948,   0.782033,   0.790901,   0.180135,  -0.807576,  -0.115054,  -0.024948, 
Z Velocity[A/fs],   0.113194,  -0.289638,   0.261888,  -0.088970,  -0.259417,   0.776277,  -0.287436,  -0.868580,   0.137747,  -0.094975,   0.855775,   0.223294,  -0.760662,   0.229933,  
Speed[A/fs],   0.498982,   0.488653,   0.475450,   0.503850,   0.856268,   0.858267,   0.893258,   0.889372,   0.909003,   0.921489,   0.878812,   0.848268,   0.864414,   0.790026,  
 
r_seed=160,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.516000,  26.524000,  25.823000,  21.569000,   9.904000,  10.680000,   9.404000,   9.582000,  10.344000,  10.068000,   9.709000,  10.085000,  10.902000,  10.506000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371494,  -0.232766,   0.237130,   0.388283,  -0.129057,  -0.377152,  -0.854464,  -0.112448,  -0.464080,   0.447042,   0.135334,   0.127993,   0.412642,   0.751905,  
Y Velocity[A/fs],  -0.312721,   0.311430,   0.320456,  -0.314784,  -0.811000,  -0.126786,  -0.024404,   0.144837,   0.765405,   0.784628,   0.156500,  -0.794169,  -0.155086,  -0.065277, 
Z Velocity[A/fs],   0.106821,  -0.278399,   0.267877,  -0.104317,  -0.235222,   0.777506,  -0.247359,  -0.859847,   0.159445,  -0.148252,   0.850743,   0.267084,  -0.760977,   0.266128,  
Speed[A/fs],   0.497205,   0.478199,   0.480292,   0.510622,   0.854228,   0.873403,   0.889882,   0.879181,   0.909196,   0.915132,   0.875540,   0.847597,   0.879438,   0.800279,  
 
r_seed=161,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.706000,  25.666000,  25.902000,  23.020000,   9.759000,  10.770000,   9.223000,   9.479000,   9.866000,  10.425000,   9.462000,   9.970000,  10.865000,  10.487000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.368832,  -0.238817,   0.236701,   0.364489,  -0.134961,  -0.384307,  -0.865621,  -0.105218,  -0.413336,   0.489616,   0.119444,   0.121018,   0.405256,   0.754922,  
Y Velocity[A/fs],  -0.319190,   0.323055,   0.318620,  -0.327609,  -0.818071,  -0.134719,  -0.041854,   0.144106,   0.804423,   0.761688,   0.181131,  -0.801074,  -0.155921,  -0.030953, 
Z Velocity[A/fs],   0.088816,  -0.269020,   0.277606,  -0.108278,  -0.245210,   0.766557,  -0.218687,  -0.862967,   0.087180,  -0.118664,   0.863155,   0.263525,  -0.762520,   0.206134,  
Speed[A/fs],   0.495790,   0.483498,   0.484366,   0.501901,   0.864628,   0.868016,   0.893798,   0.881220,   0.908594,   0.913221,   0.890007,   0.851945,   0.877485,   0.783170,  
 
r_seed=162,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.571000,  26.333000,  25.317000,  22.381000,  10.289000,  10.489000,   9.422000,   9.558000,  10.545000,  10.174000,   9.533000,   9.974000,  10.781000,  10.673000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.370258,  -0.235215,   0.230841,   0.374731,  -0.105096,  -0.346476,  -0.855175,  -0.075355,  -0.493884,   0.466167,   0.101442,   0.169044,   0.442504,   0.749471,  
Y Velocity[A/fs],  -0.310978,   0.312993,   0.327006,  -0.313753,  -0.786688,  -0.164281,  -0.060282,   0.157948,   0.754798,   0.777621,   0.176459,  -0.806228,  -0.128910,  -0.007978, 
Z Velocity[A/fs],   0.112122,  -0.285196,   0.275559,  -0.104863,  -0.261617,   0.787251,  -0.245434,  -0.862444,   0.123826,  -0.144438,   0.859666,   0.253458,  -0.763333,   0.230246,  
Speed[A/fs],   0.496356,   0.484384,   0.485956,   0.499861,   0.835683,   0.875670,   0.891738,   0.880020,   0.910480,   0.918079,   0.883433,   0.861870,   0.891686,   0.784081,  
 
r_seed=163,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.386000,  26.748000,  25.624000,  22.041000,  10.198000,  10.711000,   9.240000,   9.592000,  10.174000,  10.091000,   9.487000,   9.839000,  10.743000,  10.861000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374135,  -0.227742,   0.228601,   0.379998,  -0.140441,  -0.383859,  -0.860497,  -0.101718,  -0.477958,   0.436557,   0.101295,   0.134780,   0.405267,   0.736831,  
Y Velocity[A/fs],  -0.309349,   0.308794,   0.321978,  -0.314224,  -0.791225,  -0.177290,  -0.018562,   0.130394,   0.777344,   0.789596,   0.129077,  -0.817408,  -0.145702,  -0.028454, 
Z Velocity[A/fs],   0.105638,  -0.285590,   0.284578,  -0.106120,  -0.263845,   0.771988,  -0.257593,  -0.861851,   0.069730,  -0.104171,   0.865112,   0.202996,  -0.768908,   0.264611,  
Speed[A/fs],   0.496823,   0.478311,   0.486737,   0.504377,   0.845798,   0.880196,   0.898417,   0.877574,   0.915188,   0.908237,   0.880534,   0.852953,   0.881300,   0.783421,  
 
r_seed=164,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.294000,  25.523000,  26.436000,  21.856000,  10.342000,  10.390000,   9.476000,   9.654000,  10.079000,  10.145000,   9.581000,   9.864000,  10.781000,  10.733000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374607,  -0.241789,   0.226179,   0.383154,  -0.123123,  -0.317486,  -0.850140,  -0.081777,  -0.440149,   0.464218,   0.105562,   0.122208,   0.370060,   0.742182,  
Y Velocity[A/fs],  -0.309909,   0.323428,   0.311736,  -0.314510,  -0.776333,  -0.159255,  -0.020840,   0.194286,   0.788382,   0.780285,   0.151654,  -0.814519,  -0.155558,  -0.011994, 
Z Velocity[A/fs],   0.112302,  -0.270578,   0.282272,  -0.101665,  -0.305488,   0.794265,  -0.257381,  -0.854110,   0.151282,  -0.107100,   0.862395,   0.225793,  -0.769031,   0.263302,  
Speed[A/fs],   0.498984,   0.486087,   0.477508,   0.506023,   0.843312,   0.870067,   0.888491,   0.879737,   0.915513,   0.914228,   0.881967,   0.854025,   0.867497,   0.787595,  
 
r_seed=165,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.484000,  26.519000,  24.859000,  22.464000,  10.133000,  10.558000,   9.435000,   9.557000,  10.244000,   9.985000,   9.493000,   9.900000,  10.991000,  10.755000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372103,  -0.229422,   0.226226,   0.373059,  -0.143490,  -0.356949,  -0.849474,  -0.074969,  -0.473186,   0.458178,   0.130683,   0.106008,   0.369854,   0.736422,  
Y Velocity[A/fs],  -0.302578,   0.309865,   0.331892,  -0.320086,  -0.795490,  -0.126878,  -0.051828,   0.188099,   0.773392,   0.792028,   0.176735,  -0.807913,  -0.142407,  -0.004734, 
Z Velocity[A/fs],   0.113655,  -0.298292,   0.275095,  -0.094647,  -0.254922,   0.783565,  -0.273033,  -0.865820,   0.102940,  -0.106765,   0.862714,   0.248262,  -0.758367,   0.264659,  
Speed[A/fs],   0.492881,   0.487472,   0.486834,   0.500585,   0.847572,   0.870336,   0.893779,   0.889183,   0.912489,   0.921213,   0.890274,   0.851819,   0.855682,   0.782549,  
 
r_seed=166,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.672000,  25.884000,  26.193000,  22.141000,  10.018000,  10.485000,   9.446000,   9.644000,  10.181000,   9.905000,   9.621000,  10.093000,  10.644000,  10.510000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.369120,  -0.233567,   0.231286,   0.378584,  -0.116123,  -0.383451,  -0.842944,  -0.087423,  -0.446785,   0.438101,   0.147665,   0.156167,   0.355130,   0.752944,  
Y Velocity[A/fs],  -0.310527,   0.319612,   0.314835,  -0.313672,  -0.804241,  -0.116138,  -0.048804,   0.122702,   0.776722,   0.795368,   0.160507,  -0.791806,  -0.164315,   0.004284, 
Z Velocity[A/fs],   0.107448,  -0.280729,   0.286757,  -0.115303,  -0.228012,   0.781857,  -0.292983,  -0.857232,   0.147566,  -0.117631,   0.859122,   0.292809,  -0.776544,   0.228554,  
Speed[A/fs],   0.494188,   0.485298,   0.484607,   0.504986,   0.843965,   0.878534,   0.893743,   0.870371,   0.908125,   0.915631,   0.886374,   0.858534,   0.869562,   0.786880,  
 
r_seed=167,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.448000,  25.498000,  26.267000,  22.701000,   9.962000,  10.494000,   9.409000,   9.752000,  10.152000,  10.164000,   9.386000,  10.113000,  10.675000,  10.452000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372812,  -0.235208,   0.227966,   0.369823,  -0.142026,  -0.336235,  -0.851155,  -0.103429,  -0.464331,   0.458882,   0.128888,   0.122431,   0.381369,   0.752452,  
Y Velocity[A/fs],  -0.298933,   0.323138,   0.314415,  -0.326664,  -0.806826,  -0.120127,  -0.079712,   0.182123,   0.780766,   0.780503,   0.161077,  -0.796745,  -0.113857,  -0.003776, 
Z Velocity[A/fs],   0.120475,  -0.289987,   0.277301,  -0.103089,  -0.235950,   0.789588,  -0.263428,  -0.855450,   0.121205,  -0.104605,   0.868405,   0.247194,  -0.772237,   0.228519,  
Speed[A/fs],   0.492812,   0.493795,   0.477201,   0.504089,   0.852533,   0.866564,   0.894546,   0.880716,   0.916455,   0.911428,   0.892572,   0.843147,   0.868767,   0.786397,  
 
r_seed=168,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.511000,  25.672000,  26.258000,  22.284000,   9.968000,  10.446000,   9.464000,   9.412000,  10.326000,   9.941000,   9.660000,   9.913000,  10.898000,  10.612000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372522,  -0.219729,   0.233801,   0.376523,  -0.171414,  -0.344267,  -0.850819,  -0.105471,  -0.480908,   0.430081,   0.119025,   0.131550,   0.383574,   0.747861,  
Y Velocity[A/fs],  -0.296945,   0.321654,   0.314266,  -0.320521,  -0.807189,  -0.158130,  -0.048757,   0.123408,   0.773028,   0.798904,   0.160954,  -0.812467,  -0.130465,  -0.002128, 
Z Velocity[A/fs],   0.110293,  -0.289050,   0.288137,  -0.105652,  -0.242169,   0.789978,  -0.261459,  -0.872702,   0.066003,  -0.101399,   0.858219,   0.206459,  -0.763384,   0.243675,  
Speed[A/fs],   0.488992,   0.485069,   0.486260,   0.505634,   0.859990,   0.876122,   0.891421,   0.887673,   0.912799,   0.912961,   0.881257,   0.848548,   0.864237,   0.786561,  
 
r_seed=169,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.182000,  26.254000,  25.333000,  22.691000,  10.219000,  10.579000,   9.464000,   9.354000,  10.035000,  10.206000,   9.639000,   9.952000,  11.047000,  10.655000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.377047,  -0.243517,   0.219792,   0.370673,  -0.074187,  -0.396487,  -0.844899,  -0.110860,  -0.435344,   0.471249,   0.123400,   0.148455,   0.422869,   0.748398,  
Y Velocity[A/fs],  -0.312472,   0.314198,   0.326909,  -0.313619,  -0.787690,  -0.116273,  -0.069586,   0.173449,   0.791616,   0.778729,   0.143002,  -0.810497,  -0.109168,  -0.042846, 
Z Velocity[A/fs],   0.104494,  -0.287313,   0.274033,  -0.098498,  -0.236239,   0.776823,  -0.287913,  -0.872907,   0.106252,  -0.102060,   0.857632,   0.238368,  -0.754825,   0.244374,  
Speed[A/fs],   0.500721,   0.490479,   0.479867,   0.495437,   0.825692,   0.879872,   0.895315,   0.896851,   0.909654,   0.915921,   0.878185,   0.857766,   0.872064,   0.788450,  
 
r_seed=170,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.467000,  26.641000,  25.572000,  22.632000,   9.913000,  10.745000,   9.506000,   9.520000,  10.207000,  10.399000,   9.418000,   9.985000,  10.675000,  10.718000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372521,  -0.233716,   0.229121,   0.371308,  -0.094570,  -0.378667,  -0.839996,  -0.069015,  -0.435014,   0.510304,   0.100449,   0.135186,   0.387262,   0.739462,  
Y Velocity[A/fs],  -0.310911,   0.309184,   0.323544,  -0.320884,  -0.807933,  -0.120911,  -0.053930,   0.172249,   0.784069,   0.762839,   0.152753,  -0.807118,  -0.114465,  -0.017376, 
Z Velocity[A/fs],   0.117276,  -0.288754,   0.280623,  -0.102830,  -0.225913,   0.774081,  -0.289813,  -0.864378,   0.103402,  -0.091935,   0.869700,   0.215632,  -0.772589,   0.260570,  
Speed[A/fs],   0.499191,   0.483318,   0.485723,   0.501408,   0.844237,   0.870178,   0.890221,   0.884071,   0.902604,   0.922380,   0.888707,   0.846293,   0.871761,   0.784221,  
 
r_seed=171,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.887000,  25.578000,  25.915000,  22.380000,   9.663000,  10.693000,   9.592000,   9.716000,   9.926000,  10.403000,   9.532000,  10.020000,  10.723000,  10.208000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.365187,  -0.240171,   0.220904,   0.375161,  -0.100958,  -0.351640,  -0.835845,  -0.115162,  -0.415584,   0.499140,   0.123690,   0.168806,   0.367973,   0.771351,  
Y Velocity[A/fs],  -0.315017,   0.322391,   0.318400,  -0.311088,  -0.825458,  -0.130184,  -0.075746,   0.203094,   0.795653,   0.759532,   0.137439,  -0.802560,  -0.124262,  -0.029672, 
Z Velocity[A/fs],   0.105636,  -0.285720,   0.285572,  -0.107351,  -0.208842,   0.775140,  -0.289712,  -0.854286,   0.160874,  -0.121987,   0.863688,   0.227008,  -0.775121,   0.193730,  
Speed[A/fs],   0.493716,   0.493208,   0.481381,   0.499045,   0.857431,   0.861070,   0.887867,   0.885615,   0.911951,   0.917011,   0.883259,   0.850959,   0.866982,   0.795861,  
 
r_seed=172,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.355000,  26.105000,  25.461000,  22.212000,  10.167000,  10.433000,   9.445000,   9.538000,  10.067000,  10.261000,   9.578000,  10.026000,  10.936000,  10.321000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374324,  -0.234919,   0.234247,   0.377124,  -0.107862,  -0.372530,  -0.842151,  -0.093865,  -0.442686,   0.465594,   0.119961,   0.135808,   0.404235,   0.769489,  
Y Velocity[A/fs],  -0.310765,   0.315715,   0.325006,  -0.322386,  -0.793220,  -0.149862,  -0.020724,   0.184840,   0.790342,   0.773968,   0.135601,  -0.807734,  -0.081191,  -0.044875, 
Z Velocity[A/fs],   0.102656,  -0.278955,   0.270560,  -0.089461,  -0.238040,   0.784024,  -0.294913,  -0.863731,   0.093393,  -0.149466,   0.857809,   0.220230,  -0.759870,   0.208194,  
Speed[A/fs],   0.497224,   0.482368,   0.483428,   0.504141,   0.835161,   0.880870,   0.892537,   0.888261,   0.910678,   0.915503,   0.876706,   0.848162,   0.864524,   0.798418,  
 
r_seed=173,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
