r_seed=1,   C[0],   C[1],   H[2],   H[3],  
Y Velocity[A/fs],  -0.004284,   0.002450,   0.023424,   0.005021, 
Z Velocity[A/fs],   0.001593,  -0.001556,  -0.024348,  -0.011641,  
Speed[A/fs],   0.198156,   0.184126,   0.837473,   0.840411,  
 
r_seed=155,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.156000,  37.909000,   7.815000,   7.707000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195558,   0.187081,  -0.832212,   0.842290,  
Y Velocity[A/fs],   0.003314,  -0.008695,  -0.033861,   0.021812, 
Z Velocity[A/fs],  -0.013780,   0.000372,  -0.001386,  -0.017205,  
Speed[A/fs],   0.196071,   0.187283,   0.832901,   0.842748,  
 
r_seed=156,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.770000,  37.239000,   7.806000,   7.725000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192536,   0.190131,  -0.828899,   0.845267,  
Y Velocity[A/fs],   0.002942,  -0.008200,   0.021941,   0.057437, 
Z Velocity[A/fs],   0.004126,   0.002817,   0.033442,  -0.017583,  
Speed[A/fs],   0.192602,   0.190329,   0.829863,   0.847398,  
 
r_seed=157,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.508000,  38.675000,   7.799000,   7.767000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198993,   0.183607,  -0.834837,   0.840088,  
Y Velocity[A/fs],   0.003143,   0.004003,  -0.045897,   0.006527, 
Z Velocity[A/fs],   0.002205,  -0.007179,  -0.019259,   0.006384,  
Speed[A/fs],   0.199030,   0.183791,   0.836320,   0.840138,  
 
r_seed=158,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.963000,  37.162000,   7.915000,   7.690000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191505,   0.190709,  -0.830695,   0.845860,  
Y Velocity[A/fs],   0.006965,  -0.002271,  -0.009660,  -0.021896, 
Z Velocity[A/fs],  -0.012188,  -0.002538,   0.011139,  -0.026534,  
Speed[A/fs],   0.192019,   0.190739,   0.830826,   0.846559,  
 
r_seed=159,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.774000,  38.349000,   7.812000,   7.713000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197710,   0.185283,  -0.832739,   0.838924,  
Y Velocity[A/fs],   0.012233,  -0.010719,  -0.007151,   0.002756, 
Z Velocity[A/fs],   0.007975,  -0.007195,  -0.049089,   0.039620,  
Speed[A/fs],   0.198248,   0.185733,   0.834215,   0.839863,  
 
r_seed=160,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.271000,  36.635000,   7.869000,   7.572000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189621,   0.192929,  -0.828018,   0.848175,  
Y Velocity[A/fs],  -0.001523,  -0.004989,  -0.002466,  -0.000649, 
Z Velocity[A/fs],   0.002668,   0.004412,  -0.045347,  -0.012935,  
Speed[A/fs],   0.189646,   0.193044,   0.829262,   0.848274,  
 
r_seed=161,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.414000,  37.860000,   7.898000,   7.785000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194846,   0.187874,  -0.831304,   0.842208,  
Y Velocity[A/fs],  -0.006352,   0.001873,  -0.006340,  -0.030052, 
Z Velocity[A/fs],  -0.017294,   0.011011,  -0.004486,  -0.020813,  
Speed[A/fs],   0.195715,   0.188206,   0.831341,   0.843001,  
 
r_seed=162,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.369000,  37.798000,   7.904000,   7.705000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194467,   0.187801,  -0.833615,   0.841697,  
Y Velocity[A/fs],  -0.007509,  -0.002271,   0.013543,   0.046231, 
Z Velocity[A/fs],   0.008930,  -0.010914,  -0.021892,   0.011965,  
Speed[A/fs],   0.194817,   0.188131,   0.834012,   0.843051,  
 
r_seed=163,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.830000,  37.096000,   7.843000,   7.597000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191856,   0.190763,  -0.829955,   0.845799,  
Y Velocity[A/fs],   0.001850,  -0.011957,   0.027996,  -0.017125, 
Z Velocity[A/fs],  -0.001950,  -0.002076,   0.013784,  -0.016413,  
Speed[A/fs],   0.191875,   0.191149,   0.830542,   0.846131,  
 
r_seed=164,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.808000,  38.161000,   7.799000,   7.649000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197396,   0.186125,  -0.833746,   0.839985,  
Y Velocity[A/fs],  -0.002708,   0.007215,  -0.009286,  -0.014310, 
Z Velocity[A/fs],   0.004291,   0.004706,   0.017841,   0.008601,  
Speed[A/fs],   0.197462,   0.186324,   0.833988,   0.840151,  
 
r_seed=165,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.509000,  37.554000,   7.834000,   7.682000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193661,   0.188622,  -0.829745,   0.843992,  
Y Velocity[A/fs],  -0.001265,   0.000521,   0.063044,  -0.023795, 
Z Velocity[A/fs],   0.009123,  -0.016510,  -0.005493,   0.010852,  
Speed[A/fs],   0.193880,   0.189344,   0.832155,   0.844397,  
 
r_seed=166,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.421000,  37.638000,   7.950000,   7.693000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194951,   0.189339,  -0.830870,   0.840231,  
Y Velocity[A/fs],   0.003646,  -0.005158,  -0.021420,   0.014433, 
Z Velocity[A/fs],  -0.002057,  -0.004893,   0.044975,  -0.022283,  
Speed[A/fs],   0.194996,   0.189473,   0.832362,   0.840650,  
 
r_seed=167,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.219000,  38.048000,   7.830000,   7.760000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195304,   0.186408,  -0.831772,   0.842659,  
Y Velocity[A/fs],   0.002098,   0.008567,  -0.025175,  -0.026486, 
Z Velocity[A/fs],   0.018309,  -0.016503,  -0.023456,   0.012370,  
Speed[A/fs],   0.196172,   0.187333,   0.832483,   0.843166,  
 
r_seed=168,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.524000,  36.593000,   7.914000,   7.649000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.188368,   0.192988,  -0.828629,   0.850339,  
Y Velocity[A/fs],   0.009545,   0.001523,  -0.032427,   0.002809, 
Z Velocity[A/fs],   0.004152,  -0.007630,   0.015940,   0.000494,  
Speed[A/fs],   0.188656,   0.193145,   0.829416,   0.850344,  
 
r_seed=169,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.323000,  38.872000,   7.776000,   7.806000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.200378,   0.183052,  -0.835156,   0.837745,  
Y Velocity[A/fs],  -0.000409,  -0.004936,   0.007725,   0.035957, 
Z Velocity[A/fs],  -0.001031,  -0.005436,  -0.019246,   0.020359,  
Speed[A/fs],   0.200381,   0.183199,   0.835413,   0.838763,  
 
r_seed=170,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.488000,  37.801000,   7.866000,   7.753000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193796,   0.187466,  -0.832451,   0.844946,  
Y Velocity[A/fs],  -0.004967,  -0.003518,  -0.001899,   0.003006, 
Z Velocity[A/fs],   0.018334,  -0.013210,  -0.006431,   0.015818,  
Speed[A/fs],   0.194725,   0.187964,   0.832478,   0.845099,  
 
r_seed=171,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.984000,  38.240000,   7.818000,   7.741000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196893,   0.185959,  -0.831773,   0.839782,  
Y Velocity[A/fs],  -0.013893,   0.013433,   0.003103,   0.013801, 
Z Velocity[A/fs],   0.007257,  -0.016619,   0.023512,  -0.010647,  
Speed[A/fs],   0.197516,   0.187182,   0.832111,   0.839963,  
 
r_seed=172,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.499000,  37.577000,   7.894000,   7.667000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193620,   0.188681,  -0.833081,   0.842640,  
Y Velocity[A/fs],  -0.008322,   0.005397,   0.013329,  -0.016399, 
Z Velocity[A/fs],  -0.001167,  -0.005220,  -0.028726,   0.049201,  
Speed[A/fs],   0.193802,   0.188830,   0.833683,   0.844235,  
 
r_seed=173,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.846000,  38.376000,   7.837000,   7.787000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197861,   0.185576,  -0.832018,   0.838234,  
Y Velocity[A/fs],   0.000457,  -0.008405,   0.027925,   0.043350, 
Z Velocity[A/fs],   0.014118,  -0.014621,   0.018997,   0.010780,  
Speed[A/fs],   0.198365,   0.186340,   0.832703,   0.839424,  
 
r_seed=174,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.622000,  38.497000,   7.763000,   7.762000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198288,   0.184262,  -0.834603,   0.840176,  
Y Velocity[A/fs],   0.004244,  -0.008102,  -0.022607,   0.048536, 
Z Velocity[A/fs],   0.000020,   0.003389,  -0.021200,   0.006561,  
Speed[A/fs],   0.198334,   0.184471,   0.835178,   0.841602,  
 
r_seed=175,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.906000,  37.116000,   7.824000,   7.652000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191268,   0.190281,  -0.830433,   0.847520,  
Y Velocity[A/fs],   0.003533,   0.001129,   0.028671,   0.026409, 
Z Velocity[A/fs],  -0.008841,   0.011518,   0.004285,   0.012742,  
Speed[A/fs],   0.191504,   0.190633,   0.830939,   0.848027,  
 
r_seed=176,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.720000,  37.343000,   7.923000,   7.690000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193136,   0.190315,  -0.829778,   0.843082,  
Y Velocity[A/fs],   0.002067,  -0.001140,   0.044118,  -0.024478, 
Z Velocity[A/fs],   0.003441,   0.010776,   0.022994,  -0.005869,  
Speed[A/fs],   0.193178,   0.190624,   0.831268,   0.843457,  
 
r_seed=177,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.129000,  38.135000,   7.819000,   7.772000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195621,   0.185845,  -0.832833,   0.843408,  
Y Velocity[A/fs],   0.014114,  -0.014460,  -0.028834,   0.025147, 
Z Velocity[A/fs],  -0.004013,   0.008842,   0.013915,  -0.015260,  
Speed[A/fs],   0.196171,   0.186617,   0.833448,   0.843921,  
 
r_seed=178,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.208000,  36.851000,   7.873000,   7.646000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189948,   0.191801,  -0.829082,   0.847258,  
Y Velocity[A/fs],  -0.009524,   0.008094,   0.003983,   0.029709, 
Z Velocity[A/fs],   0.006611,  -0.004917,  -0.030145,  -0.045807,  
Speed[A/fs],   0.190302,   0.192034,   0.829639,   0.849015,  
 
r_seed=179,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.976000,  38.006000,   7.803000,   7.658000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196202,   0.186447,  -0.832930,   0.842124,  
Y Velocity[A/fs],  -0.004688,   0.003619,  -0.020597,   0.004011, 
Z Velocity[A/fs],   0.008524,   0.002894,  -0.046744,  -0.010504,  
Speed[A/fs],   0.196443,   0.186505,   0.834495,   0.842199,  
 
r_seed=180,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.793000,  37.338000,   7.859000,   7.713000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192072,   0.189452,  -0.831265,   0.846748,  
Y Velocity[A/fs],  -0.004351,   0.000610,  -0.021462,  -0.029319, 
Z Velocity[A/fs],  -0.005985,   0.010294,   0.007375,   0.033274,  
Speed[A/fs],   0.192214,   0.189733,   0.831575,   0.847908,  
 
r_seed=181,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.082000,  38.002000,   7.830000,   7.736000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196419,   0.187048,  -0.830035,   0.840952,  
Y Velocity[A/fs],  -0.001255,  -0.012629,  -0.000377,   0.005425, 
Z Velocity[A/fs],  -0.011706,   0.007131,   0.058924,   0.013361,  
Speed[A/fs],   0.196772,   0.187610,   0.832124,   0.841076,  
 
r_seed=182,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.793000,  37.287000,   7.886000,   7.653000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191940,   0.189771,  -0.832246,   0.845641,  
Y Velocity[A/fs],  -0.004968,   0.011519,  -0.002153,   0.011812, 
Z Velocity[A/fs],   0.005187,   0.007254,  -0.014041,  -0.027019,  
Speed[A/fs],   0.192075,   0.190259,   0.832368,   0.846155,  
 
r_seed=183,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.564000,  38.609000,   7.795000,   7.767000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.199346,   0.184515,  -0.832944,   0.837337,  
Y Velocity[A/fs],   0.000800,  -0.001123,   0.005394,   0.021891, 
Z Velocity[A/fs],  -0.009954,   0.018267,   0.019087,   0.001294,  
Speed[A/fs],   0.199596,   0.185420,   0.833180,   0.837625,  
 
r_seed=184,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.009000,  38.187000,   7.840000,   7.732000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196023,   0.185607,  -0.835171,   0.841681,  
Y Velocity[A/fs],   0.005694,  -0.008648,   0.015965,   0.047491, 
Z Velocity[A/fs],  -0.007674,   0.009071,  -0.013368,   0.002161,  
Speed[A/fs],   0.196256,   0.186030,   0.835430,   0.843022,  
 
r_seed=185,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.896000,  38.150000,   7.812000,   7.726000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197244,   0.186364,  -0.832778,   0.838347,  
Y Velocity[A/fs],  -0.001640,   0.011961,   0.006930,  -0.030312, 
Z Velocity[A/fs],   0.001925,   0.011755,  -0.001071,  -0.049054,  
Speed[A/fs],   0.197260,   0.187117,   0.832807,   0.840327,  
 
r_seed=186,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.662000,  37.423000,   7.923000,   7.665000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193225,   0.189814,  -0.830873,   0.842811,  
Y Velocity[A/fs],   0.005874,   0.004080,   0.024909,   0.009004, 
Z Velocity[A/fs],  -0.008873,   0.010265,   0.036986,  -0.021768,  
Speed[A/fs],   0.193517,   0.190135,   0.832069,   0.843140,  
 
r_seed=187,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.220000,  37.988000,   7.887000,   7.752000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195361,   0.186899,  -0.833554,   0.842863,  
Y Velocity[A/fs],   0.011235,   0.004574,  -0.016433,  -0.009948, 
Z Velocity[A/fs],   0.008619,  -0.004388,  -0.018301,   0.002978,  
Speed[A/fs],   0.195874,   0.187007,   0.833917,   0.842927,  
 
r_seed=188,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.139000,  37.911000,   7.886000,   7.710000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196087,   0.187611,  -0.830750,   0.840440,  
Y Velocity[A/fs],   0.001368,  -0.005801,  -0.065375,   0.017990, 
Z Velocity[A/fs],   0.002244,   0.003700,   0.028882,  -0.019404,  
Speed[A/fs],   0.196105,   0.187737,   0.833819,   0.840857,  
 
r_seed=189,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.170000,  37.862000,   7.796000,   7.659000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194933,   0.186841,  -0.833822,   0.843240,  
Y Velocity[A/fs],  -0.006966,   0.010699,  -0.013463,  -0.032170, 
Z Velocity[A/fs],  -0.005459,   0.007902,  -0.018426,   0.012229,  
Speed[A/fs],   0.195133,   0.187314,   0.834134,   0.843942,  
 
r_seed=190,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.658000,  38.537000,   7.895000,   7.762000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198866,   0.185089,  -0.835137,   0.837185,  
Y Velocity[A/fs],  -0.005227,   0.004666,  -0.022371,   0.003644, 
Z Velocity[A/fs],   0.004911,   0.001829,   0.005812,  -0.022931,  
Speed[A/fs],   0.198995,   0.185157,   0.835457,   0.837507,  
 
r_seed=191,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.336000,  37.699000,   7.826000,   7.713000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194844,   0.188224,  -0.830413,   0.842391,  
Y Velocity[A/fs],   0.005180,  -0.009994,  -0.027762,  -0.039749, 
Z Velocity[A/fs],   0.003047,   0.005534,  -0.032220,   0.033083,  
Speed[A/fs],   0.194937,   0.188570,   0.831502,   0.843977,  
 
r_seed=192,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.577000,  37.589000,   7.874000,   7.664000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192931,   0.188245,  -0.833330,   0.844980,  
Y Velocity[A/fs],   0.004779,  -0.008020,  -0.020460,   0.000808, 
Z Velocity[A/fs],  -0.010089,   0.015221,  -0.010549,   0.005391,  
Speed[A/fs],   0.193253,   0.189030,   0.833648,   0.844998,  
 
r_seed=193,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.008000,  38.083000,   7.805000,   7.788000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196776,   0.186565,  -0.831481,   0.840985,  
Y Velocity[A/fs],   0.002534,   0.002813,  -0.004376,   0.017777, 
Z Velocity[A/fs],   0.001574,   0.005760,   0.040398,  -0.055042,  
Speed[A/fs],   0.196799,   0.186675,   0.832473,   0.842972,  
 
r_seed=194,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.168000,  37.974000,   7.835000,   7.706000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195051,   0.186403,  -0.834425,   0.843885,  
Y Velocity[A/fs],   0.013127,  -0.005004,  -0.002622,  -0.004670, 
Z Velocity[A/fs],   0.000402,   0.005724,  -0.024825,   0.020249,  
Speed[A/fs],   0.195493,   0.186558,   0.834798,   0.844141,  
 
r_seed=195,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.925000,  38.167000,   7.810000,   7.698000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196947,   0.186192,  -0.832709,   0.838374,  
Y Velocity[A/fs],   0.010313,  -0.015950,   0.010832,   0.057242, 
Z Velocity[A/fs],  -0.008283,   0.006426,   0.016220,  -0.002295,  
Speed[A/fs],   0.197390,   0.186984,   0.832938,   0.840329,  
 
r_seed=196,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.727000,  37.399000,   7.907000,   7.725000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192926,   0.189760,  -0.830039,   0.844415,  
Y Velocity[A/fs],   0.010889,   0.000624,   0.029260,  -0.012113, 
Z Velocity[A/fs],   0.004358,   0.006693,  -0.039483,  -0.029173,  
Speed[A/fs],   0.193283,   0.189880,   0.831493,   0.845005,  
 
r_seed=197,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.385000,  38.779000,   7.778000,   7.757000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.200125,   0.183615,  -0.834071,   0.836912,  
Y Velocity[A/fs],  -0.016610,   0.007176,   0.019653,   0.019134, 
Z Velocity[A/fs],  -0.000144,   0.003072,  -0.001956,  -0.015312,  
Speed[A/fs],   0.200814,   0.183781,   0.834305,   0.837270,  
 
r_seed=198,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.200000,  37.920000,   7.875000,   7.702000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195465,   0.187299,  -0.831835,   0.840661,  
Y Velocity[A/fs],  -0.006758,   0.000165,   0.044887,  -0.043025, 
Z Velocity[A/fs],  -0.012540,   0.010987,   0.023835,  -0.023315,  
Speed[A/fs],   0.195983,   0.187621,   0.833386,   0.842084,  
 
r_seed=199,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.657000,  38.518000,   7.873000,   7.724000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198345,   0.184718,  -0.836052,   0.838411,  
Y Velocity[A/fs],   0.003995,   0.001489,  -0.028261,  -0.025074, 
Z Velocity[A/fs],   0.003634,  -0.004437,   0.015294,  -0.014633,  
Speed[A/fs],   0.198419,   0.184777,   0.836670,   0.838913,  
 
r_seed=200,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.152000,  38.010000,   7.893000,   7.762000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195948,   0.186998,  -0.831687,   0.841537,  
Y Velocity[A/fs],  -0.000192,   0.004664,  -0.062345,  -0.036502, 
Z Velocity[A/fs],  -0.002905,   0.003267,   0.022071,   0.012610,  
Speed[A/fs],   0.195969,   0.187085,   0.834313,   0.842423,  
 
